sex,age,educ,hours,income_more_50K
 Male,33,12,40,0
 Female,20,10,10,0
 Male,51,13,50,1
 Male,45,15,50,1
 Male,18,7,72,0
 Male,43,6,40,0
 Male,30,9,40,0
 Female,32,9,40,0
 Male,45,10,40,1
 Female,61,10,40,0
 Male,21,2,40,0
 Male,56,7,49,0
 Male,28,9,60,0
 Female,23,10,40,0
 Male,55,10,84,0
 Male,27,10,20,0
 Male,33,9,70,0
 Female,22,10,20,0
 Male,43,11,40,0
 Female,32,9,40,0
 Female,38,10,40,0
 Male,18,5,20,0
 Male,35,10,50,1
 Female,67,9,40,0
 Female,29,9,40,0
 Male,19,2,55,0
 Male,39,7,35,0
 Male,29,10,50,1
 Male,45,15,55,1
 Male,44,10,40,1
 Male,42,4,40,0
 Male,34,13,40,0
 Male,52,13,40,0
 Male,18,7,25,0
 Male,64,9,25,0
 Male,30,13,45,1
 Male,43,13,42,0
 Male,49,10,40,0
 Male,35,10,40,1
 Male,37,15,50,1
 Male,49,4,40,0
 Female,19,7,40,0
 Male,22,13,4,0
 Male,31,9,40,0
 Male,26,10,40,0
 Male,44,10,55,0
 Female,38,10,40,0
 Male,33,9,60,0
 Female,24,9,37,0
 Male,18,8,20,0
 Female,32,11,40,0
 Female,27,9,40,0
 Male,28,14,40,0
 Male,30,11,40,0
 Male,33,9,38,0
 Female,74,14,10,0
 Male,36,9,70,0
 Male,36,12,55,0
 Female,29,9,20,0
 Female,39,13,45,0
 Male,25,13,80,0
 Male,21,9,40,0
 Female,39,11,50,0
 Female,38,10,32,0
 Female,20,9,25,0
 Male,51,9,40,0
 Female,21,9,40,0
 Female,36,10,40,0
 Female,50,9,40,0
 Male,38,9,55,1
 Female,25,13,40,0
 Female,23,10,15,0
 Male,36,13,55,1
 Male,41,13,40,0
 Female,34,14,50,0
 Male,19,10,10,0
 Female,18,6,3,0
 Male,36,6,40,0
 Male,46,10,40,1
 Male,29,10,45,0
 Female,23,9,32,0
 Male,35,9,40,0
 Male,35,9,40,0
 Male,40,9,40,0
 Male,22,10,40,0
 Female,19,10,15,0
 Male,70,7,40,0
 Male,38,10,55,0
 Male,35,10,50,0
 Female,25,10,35,0
 Male,39,10,45,1
 Male,50,16,37,1
 Male,43,12,50,0
 Male,37,10,40,1
 Male,51,9,40,1
 Female,29,6,12,0
 Male,20,9,40,0
 Female,21,10,40,0
 Female,47,9,40,0
 Female,44,12,40,0
 Male,17,5,15,0
 Male,25,7,40,0
 Female,43,16,40,0
 Male,46,11,40,1
 Male,42,10,60,0
 Male,46,14,40,0
 Female,22,10,30,0
 Male,49,9,40,0
 Male,21,9,50,0
 Female,53,14,40,1
 Male,43,10,42,0
 Male,22,9,50,0
 Female,33,13,45,1
 Female,28,11,40,0
 Female,25,10,24,0
 Male,40,13,40,1
 Male,50,10,45,1
 Male,48,10,65,1
 Male,30,9,40,0
 Female,33,9,38,0
 Male,34,10,40,0
 Male,42,13,40,1
 Male,48,10,65,0
 Male,38,13,45,1
 Male,29,9,40,0
 Male,33,6,40,0
 Male,64,13,55,1
 Female,44,11,25,0
 Male,42,13,50,1
 Male,49,9,45,0
 Male,25,9,40,0
 Female,33,13,40,0
 Male,38,10,60,0
 Female,20,9,38,0
 Male,44,9,50,0
 Male,45,13,40,1
 Male,27,9,50,0
 Male,18,9,40,0
 Male,38,9,50,0
 Male,45,7,42,0
 Male,27,9,40,0
 Female,64,3,16,0
 Male,66,9,20,0
 Female,34,13,35,0
 Male,45,13,40,1
 Male,42,9,40,0
 Male,32,13,60,1
 Male,26,6,20,0
 Male,27,11,40,0
 Female,21,10,40,0
 Male,23,10,30,0
 Male,47,10,40,0
 Female,20,10,40,0
 Male,46,13,38,1
 Female,35,9,40,0
 Male,55,13,40,1
 Female,28,10,24,0
 Female,21,10,40,0
 Male,36,9,40,0
 Female,29,16,60,1
 Male,38,13,40,1
 Male,37,13,50,1
 Male,81,2,45,0
 Female,41,10,40,0
 Female,29,13,40,0
 Female,30,12,40,0
 Male,25,9,40,0
 Female,42,9,40,0
 Male,30,9,40,0
 Male,65,9,20,0
 Male,18,9,35,0
 Male,26,7,48,0
 Male,30,10,48,0
 Male,61,12,42,0
 Male,21,9,45,0
 Male,53,9,48,0
 Female,41,15,55,1
 Male,43,10,45,1
 Female,60,4,15,0
 Male,47,6,40,0
 Male,48,10,40,0
 Female,32,13,40,0
 Female,25,14,35,0
 Male,31,13,40,0
 Male,33,14,30,0
 Male,27,9,50,0
 Female,44,9,40,1
 Male,44,10,45,1
 Male,37,10,40,0
 Male,34,9,40,0
 Male,51,10,40,1
 Male,51,14,40,0
 Male,25,13,60,0
 Female,25,13,24,0
 Male,29,13,50,1
 Male,36,9,70,1
 Female,55,9,40,0
 Female,39,13,40,0
 Male,31,6,40,0
 Male,31,15,40,0
 Female,51,11,40,0
 Male,30,11,40,0
 Female,62,9,32,0
 Male,37,13,60,1
 Male,30,13,50,1
 Male,27,13,52,0
 Male,32,13,45,1
 Male,23,10,30,0
 Male,35,5,50,0
 Female,46,12,36,0
 Male,45,13,50,1
 Male,27,9,40,0
 Male,46,9,40,1
 Female,22,7,20,0
 Female,37,10,30,0
 Male,42,10,40,0
 Female,45,9,40,0
 Male,33,11,40,0
 Male,46,11,40,0
 Male,24,9,50,0
 Female,56,9,40,0
 Female,34,10,12,1
 Male,50,9,40,1
 Male,48,13,50,1
 Female,45,7,36,0
 Male,55,11,50,1
 Female,41,10,40,0
 Male,66,10,24,0
 Female,29,10,40,0
 Female,37,10,40,0
 Male,63,15,40,0
 Male,61,12,40,1
 Male,64,13,50,1
 Male,35,9,35,0
 Female,22,10,40,0
 Male,58,4,50,0
 Male,58,10,45,1
 Female,24,9,48,0
 Female,34,10,6,0
 Female,33,14,50,0
 Male,33,9,60,0
 Female,17,7,15,0
 Male,27,13,40,1
 Female,20,10,20,0
 Female,52,13,40,1
 Male,30,4,40,0
 Male,22,13,40,0
 Female,20,12,40,0
 Female,64,3,45,0
 Male,49,14,50,1
 Female,38,13,60,0
 Male,46,9,80,1
 Male,17,6,20,0
 Male,45,2,40,0
 Female,27,13,40,0
 Female,45,11,30,0
 Male,26,9,78,1
 Female,23,12,20,0
 Male,44,13,45,0
 Male,36,13,40,0
 Female,35,5,40,0
 Female,24,9,40,0
 Female,56,13,40,0
 Male,47,14,40,0
 Male,32,13,50,1
 Female,29,13,10,0
 Female,55,12,5,0
 Male,35,13,50,1
 Male,37,9,68,0
 Male,36,11,75,0
 Female,33,9,45,0
 Male,34,9,50,0
 Male,24,10,40,0
 Female,25,9,40,0
 Male,31,9,45,0
 Male,38,11,40,0
 Male,30,13,40,1
 Male,35,9,32,0
 Female,67,13,60,0
 Female,34,13,40,0
 Female,46,9,40,0
 Female,19,10,16,0
 Female,26,12,15,0
 Male,28,10,40,0
 Male,47,10,40,0
 Male,49,14,40,1
 Male,33,15,40,1
 Male,44,13,40,1
 Female,30,9,40,0
 Male,18,10,16,0
 Male,60,9,60,1
 Male,44,14,56,1
 Male,81,15,24,1
 Female,43,10,40,0
 Male,35,8,20,0
 Male,58,9,72,0
 Male,32,13,40,0
 Male,40,9,35,0
 Female,32,9,40,0
 Female,21,10,35,0
 Male,44,9,25,0
 Male,33,13,45,1
 Female,25,10,40,0
 Male,42,9,40,0
 Male,27,9,40,0
 Male,62,6,40,0
 Male,31,9,40,0
 Female,33,13,40,0
 Male,50,10,55,0
 Male,50,14,50,1
 Male,46,11,60,0
 Female,22,12,35,0
 Male,66,15,55,1
 Female,52,9,45,0
 Female,57,2,45,0
 Male,41,11,40,0
 Male,42,9,42,0
 Female,19,8,30,0
 Female,45,13,60,0
 Male,51,8,99,0
 Female,69,12,1,0
 Male,45,13,30,0
 Female,48,10,50,0
 Male,60,10,40,1
 Female,42,9,40,0
 Female,19,10,10,0
 Male,39,9,70,0
 Male,46,9,50,1
 Male,58,9,40,0
 Female,36,10,45,0
 Male,21,9,35,0
 Male,41,15,40,1
 Female,17,7,20,0
 Male,29,9,40,0
 Female,52,10,60,0
 Male,33,12,40,0
 Female,38,14,35,0
 Male,42,13,40,1
 Male,24,12,30,0
 Male,59,10,60,1
 Male,36,13,45,1
 Male,54,10,40,1
 Male,39,13,50,1
 Male,42,9,96,0
 Male,54,13,50,0
 Female,26,12,40,0
 Male,50,9,40,1
 Male,42,11,45,0
 Female,48,13,40,1
 Female,31,13,30,0
 Female,56,9,45,0
 Female,28,12,40,1
 Male,34,9,45,1
 Female,28,9,40,0
 Male,41,13,40,1
 Male,44,10,60,1
 Male,34,12,65,0
 Male,26,14,55,1
 Male,37,13,40,1
 Male,64,10,15,0
 Female,25,11,40,0
 Male,48,10,40,0
 Female,47,10,40,0
 Female,17,7,20,0
 Male,44,3,40,0
 Female,46,10,40,0
 Male,32,13,50,0
 Male,42,10,40,0
 Male,33,13,50,1
 Female,61,9,40,0
 Male,47,13,40,0
 Female,35,13,45,1
 Male,62,6,40,0
 Male,62,13,40,0
 Male,38,15,60,1
 Female,19,10,40,0
 Male,33,13,40,0
 Female,39,13,42,0
 Male,17,7,10,0
 Male,58,10,40,0
 Female,35,13,50,0
 Male,34,9,50,0
 Female,55,4,40,0
 Male,32,10,40,0
 Male,19,9,40,0
 Male,41,9,40,0
 Female,24,9,40,0
 Male,52,9,35,0
 Male,48,13,40,0
 Female,32,10,30,0
 Female,47,9,35,0
 Female,38,15,40,0
 Male,18,9,40,0
 Male,25,9,40,0
 Female,36,13,32,1
 Female,40,11,20,0
 Male,56,7,20,0
 Female,50,11,40,1
 Male,55,9,50,1
 Male,32,9,40,0
 Male,41,11,43,1
 Female,28,10,52,0
 Male,53,10,55,0
 Female,26,11,40,0
 Female,60,13,55,0
 Male,21,10,20,0
 Male,29,9,40,0
 Male,73,10,50,1
 Male,43,13,45,1
 Male,45,10,45,0
 Female,35,5,35,0
 Female,36,9,40,1
 Female,25,9,50,0
 Male,38,10,40,0
 Female,30,10,40,0
 Male,49,10,40,1
 Male,41,9,40,0
 Male,27,10,40,0
 Male,64,10,20,0
 Male,41,9,45,0
 Male,37,13,47,1
 Female,51,3,40,0
 Female,35,10,40,0
 Male,61,2,40,0
 Female,52,4,16,0
 Male,40,12,60,1
 Male,20,9,40,0
 Male,52,14,40,0
 Male,50,10,40,1
 Female,49,13,40,1
 Female,36,13,40,0
 Male,33,14,40,0
 Male,40,9,50,0
 Male,45,13,50,1
 Female,22,10,35,0
 Female,47,14,2,1
 Male,24,9,30,0
 Female,19,10,30,0
 Female,40,9,40,0
 Female,40,10,50,1
 Male,54,9,50,1
 Male,43,15,35,1
 Male,63,13,40,0
 Female,18,7,20,0
 Male,19,2,40,0
 Male,49,9,45,0
 Male,27,14,45,1
 Female,49,14,40,0
 Male,60,9,50,0
 Male,71,9,40,0
 Male,34,9,40,0
 Female,29,13,46,1
 Male,30,10,44,0
 Male,46,9,17,0
 Male,32,11,40,0
 Male,25,9,75,0
 Male,25,14,45,0
 Female,22,10,40,1
 Male,32,10,50,0
 Female,40,16,30,1
 Male,51,14,40,1
 Male,20,9,30,0
 Female,34,9,48,0
 Male,40,10,50,0
 Female,34,11,40,0
 Male,19,6,25,0
 Male,53,6,40,0
 Male,42,10,40,1
 Male,38,14,65,1
 Male,41,9,60,1
 Male,64,15,16,0
 Male,30,10,40,0
 Male,20,7,40,0
 Female,19,9,30,0
 Male,20,9,60,0
 Male,35,13,45,0
 Male,33,9,40,0
 Male,43,10,15,1
 Female,38,10,38,0
 Female,50,10,30,0
 Female,23,9,10,0
 Female,30,10,10,0
 Female,33,13,40,0
 Male,48,9,40,0
 Female,43,13,24,0
 Male,33,10,40,0
 Male,50,14,45,1
 Male,23,10,40,1
 Male,36,10,50,0
 Female,50,9,46,0
 Female,26,9,20,0
 Female,55,14,40,0
 Male,37,9,40,0
 Male,43,9,40,0
 Male,38,10,40,0
 Male,42,4,30,0
 Male,47,16,45,0
 Male,44,13,40,0
 Male,28,9,40,0
 Female,51,10,40,0
 Male,51,9,40,0
 Male,49,13,40,0
 Male,62,16,50,1
 Female,31,10,40,0
 Female,29,7,14,0
 Male,23,10,30,0
 Female,40,10,40,0
 Male,66,4,50,0
 Female,17,7,20,0
 Male,37,10,40,1
 Male,69,15,3,0
 Female,23,13,40,0
 Male,38,9,42,1
 Male,37,9,40,0
 Female,38,10,40,0
 Male,38,5,54,0
 Female,37,13,40,0
 Male,37,9,50,1
 Male,23,5,70,0
 Female,17,6,15,0
 Male,48,13,35,0
 Female,17,7,23,0
 Male,55,14,60,1
 Male,35,10,40,1
 Female,68,10,12,1
 Male,35,13,45,0
 Male,53,13,60,1
 Male,43,9,48,0
 Male,36,14,40,0
 Female,24,9,40,0
 Male,45,10,48,0
 Female,34,10,40,0
 Female,56,9,38,0
 Male,36,9,45,1
 Male,22,10,50,0
 Male,19,5,35,0
 Male,33,9,36,0
 Female,48,9,32,0
 Female,20,10,30,0
 Male,64,12,50,1
 Male,47,7,40,0
 Female,20,10,25,0
 Female,44,13,40,0
 Male,45,13,77,0
 Female,45,9,40,1
 Male,45,14,37,1
 Male,27,13,40,0
 Male,41,9,72,1
 Male,20,9,55,0
 Male,54,13,40,1
 Female,17,6,10,0
 Male,50,9,40,1
 Male,31,14,40,0
 Male,49,9,30,0
 Male,44,14,40,0
 Male,49,9,50,0
 Male,28,13,52,0
 Male,43,10,99,1
 Female,33,12,40,0
 Female,35,10,55,0
 Female,17,7,20,0
 Male,25,9,40,0
 Female,41,9,40,0
 Male,30,14,45,0
 Male,48,11,56,1
 Male,61,10,35,0
 Male,41,9,40,0
 Male,36,9,50,0
 Male,24,10,40,0
 Male,27,9,40,0
 Female,18,7,2,0
 Female,20,10,15,0
 Male,18,10,12,0
 Male,23,9,40,0
 Male,43,14,45,1
 Female,38,10,40,0
 Female,36,10,40,0
 Male,28,13,50,0
 Male,47,10,40,0
 Male,51,16,84,1
 Male,35,13,40,1
 Male,38,13,60,0
 Male,47,10,40,1
 Female,26,7,40,0
 Male,31,10,40,1
 Female,46,10,35,0
 Female,49,10,40,0
 Female,19,9,30,0
 Male,45,10,50,0
 Male,46,13,45,1
 Male,70,10,20,0
 Female,19,10,20,0
 Male,46,11,50,0
 Male,20,10,35,0
 Female,17,7,22,0
 Male,43,10,49,1
 Female,19,10,15,0
 Male,37,9,40,0
 Female,51,9,40,0
 Male,40,13,40,1
 Male,24,10,60,0
 Male,31,12,40,0
 Male,59,11,50,1
 Female,27,9,40,0
 Male,40,13,99,1
 Male,30,9,40,0
 Male,28,12,32,0
 Male,25,9,50,0
 Female,22,13,20,0
 Male,21,10,40,0
 Male,67,10,6,0
 Female,35,13,60,1
 Male,54,9,56,0
 Male,36,9,40,0
 Male,29,13,40,0
 Female,32,9,40,0
 Male,55,9,40,0
 Female,56,14,40,0
 Male,19,10,25,0
 Female,36,9,40,0
 Female,58,9,40,1
 Female,35,9,40,0
 Female,44,6,40,0
 Male,40,9,40,0
 Female,18,9,20,0
 Male,71,9,35,0
 Male,51,9,57,1
 Male,27,9,40,0
 Male,20,8,35,0
 Female,33,7,40,0
 Female,34,11,40,0
 Male,28,11,40,1
 Female,23,10,24,0
 Male,36,10,50,0
 Female,42,15,39,1
 Male,31,13,40,1
 Male,19,9,10,0
 Male,38,14,40,0
 Female,22,9,40,0
 Female,36,11,54,0
 Male,36,14,50,1
 Male,17,7,18,0
 Female,30,10,40,0
 Male,35,5,30,0
 Male,32,14,40,1
 Male,42,13,40,1
 Female,54,10,45,1
 Male,36,13,35,1
 Male,58,6,40,0
 Male,39,11,40,0
 Female,62,9,38,0
 Male,51,9,40,0
 Female,52,10,50,0
 Female,25,9,30,0
 Female,26,13,40,0
 Male,26,6,40,0
 Female,59,13,40,0
 Male,21,9,50,0
 Male,45,14,18,1
 Male,26,9,36,0
 Male,68,6,20,0
 Male,60,9,40,1
 Male,65,9,18,0
 Female,41,14,45,0
 Male,34,9,50,0
 Male,28,9,40,0
 Female,40,11,40,0
 Male,57,14,60,1
 Male,37,7,50,0
 Male,34,6,60,0
 Female,21,7,56,0
 Male,57,13,48,1
 Male,55,13,40,1
 Male,51,9,60,0
 Male,56,13,40,1
 Male,32,10,60,0
 Male,18,10,15,0
 Male,48,11,40,0
 Male,46,13,40,1
 Male,41,15,50,1
 Male,33,9,20,0
 Male,33,9,40,0
 Male,47,3,40,0
 Female,46,9,40,1
 Female,40,9,38,0
 Male,42,9,40,0
 Male,31,13,55,1
 Male,51,7,40,0
 Female,44,10,57,0
 Female,37,9,40,0
 Female,25,7,40,0
 Male,63,4,60,1
 Male,52,9,45,0
 Female,42,10,40,0
 Female,28,9,40,0
 Male,30,14,40,1
 Male,34,13,50,0
 Female,37,12,40,1
 Male,31,9,45,0
 Female,35,10,35,0
 Female,25,10,40,0
 Male,38,9,40,0
 Male,43,9,60,0
 Female,22,10,40,0
 Male,18,7,20,0
 Female,26,9,40,0
 Male,36,9,60,1
 Male,43,9,20,0
 Female,21,10,25,0
 Female,62,10,40,0
 Male,26,9,40,0
 Male,54,13,40,1
 Female,18,7,20,0
 Male,65,9,55,0
 Male,41,9,50,0
 Female,31,5,20,0
 Female,56,5,40,0
 Male,50,13,50,1
 Female,22,13,35,0
 Male,36,10,48,0
 Male,48,16,40,1
 Female,30,9,30,0
 Male,35,10,45,0
 Male,37,9,30,0
 Male,32,9,5,0
 Female,56,14,50,0
 Male,29,9,35,0
 Male,41,12,40,0
 Male,38,9,40,0
 Female,34,5,35,0
 Male,54,8,40,0
 Male,36,11,50,0
 Female,42,11,40,0
 Male,33,9,50,0
 Female,21,9,30,0
 Male,69,6,10,0
 Female,32,12,46,0
 Male,50,9,40,0
 Male,40,8,40,0
 Female,45,9,40,0
 Male,31,9,35,0
 Female,24,13,40,0
 Male,28,13,60,1
 Female,21,12,5,0
 Male,43,11,25,0
 Female,22,9,25,0
 Male,62,9,40,0
 Male,21,10,25,0
 Male,37,10,45,0
 Female,34,10,40,0
 Male,74,13,12,1
 Female,43,10,38,0
 Female,25,10,40,0
 Male,43,7,40,0
 Male,23,7,40,0
 Female,33,9,40,0
 Male,51,13,35,1
 Female,64,13,40,0
 Male,35,10,50,0
 Male,69,6,45,0
 Male,32,13,48,1
 Female,20,10,40,0
 Male,66,9,50,1
 Male,31,10,40,0
 Female,22,10,24,0
 Male,32,15,40,0
 Female,23,12,40,0
 Male,21,10,40,0
 Female,36,9,2,0
 Male,62,4,40,0
 Male,24,9,40,0
 Male,45,10,50,1
 Male,27,7,40,0
 Male,38,15,90,1
 Female,20,10,5,0
 Male,30,10,30,0
 Male,17,6,20,0
 Male,17,7,8,0
 Male,21,11,40,0
 Male,56,9,40,0
 Female,59,14,60,1
 Female,37,10,40,0
 Female,52,10,40,0
 Male,50,10,40,1
 Male,55,13,60,1
 Male,55,13,40,1
 Female,45,9,40,0
 Male,72,10,20,0
 Female,39,10,40,0
 Female,28,8,40,0
 Male,38,13,40,0
 Male,44,10,55,0
 Male,51,9,40,0
 Male,20,10,36,0
 Female,25,10,45,0
 Female,52,10,20,1
 Female,45,9,40,0
 Female,17,7,12,0
 Female,20,9,15,0
 Male,64,14,25,0
 Male,34,9,40,0
 Male,74,10,4,0
 Female,58,7,40,1
 Male,44,14,40,1
 Female,23,12,25,0
 Male,23,9,50,0
 Female,27,11,36,0
 Male,34,13,45,1
 Female,18,9,24,0
 Female,33,7,17,0
 Male,50,10,48,0
 Male,47,9,50,0
 Male,50,15,55,1
 Female,18,7,15,0
 Female,49,15,60,1
 Male,34,10,50,0
 Male,51,14,45,1
 Male,56,10,40,1
 Female,64,9,8,0
 Female,23,10,50,0
 Male,33,10,40,0
 Male,43,14,45,0
 Male,60,9,40,1
 Female,57,8,40,0
 Male,22,13,45,0
 Male,23,13,40,0
 Male,54,10,50,1
 Male,39,9,52,1
 Male,32,14,40,0
 Male,20,10,15,0
 Male,30,10,52,0
 Male,56,9,45,0
 Male,34,9,40,0
 Male,32,9,40,0
 Male,59,14,50,1
 Male,19,10,11,0
 Female,60,5,40,0
 Male,29,9,42,0
 Male,24,10,60,0
 Male,41,14,35,0
 Female,23,4,30,0
 Male,32,9,50,1
 Male,51,9,40,0
 Male,18,9,10,0
 Female,28,10,40,0
 Female,33,10,40,1
 Female,38,9,30,0
 Male,29,13,50,0
 Male,25,9,45,0
 Male,31,15,55,0
 Female,34,13,25,0
 Male,34,9,45,1
 Male,66,9,40,1
 Male,41,3,40,0
 Male,62,4,20,0
 Male,58,9,40,0
 Female,40,9,40,0
 Female,24,13,40,0
 Male,47,9,40,1
 Male,19,9,25,0
 Male,32,10,45,0
 Female,51,10,40,0
 Male,25,5,45,0
 Male,60,14,40,0
 Male,22,10,40,0
 Female,29,13,50,1
 Male,20,9,40,0
 Male,42,4,40,0
 Male,18,9,20,0
 Female,23,6,40,0
 Male,28,13,40,1
 Female,55,13,40,1
 Male,40,9,40,0
 Male,52,10,50,0
 Male,37,9,40,1
 Female,21,10,22,0
 Male,35,11,60,0
 Male,45,10,48,0
 Female,39,9,40,0
 Male,54,9,44,0
 Female,42,4,40,0
 Female,26,10,20,0
 Male,59,12,40,0
 Female,42,9,40,1
 Female,22,10,20,0
 Female,33,13,40,0
 Male,39,10,40,1
 Male,18,7,70,0
 Male,46,10,60,1
 Male,24,13,40,0
 Female,28,11,30,0
 Female,21,9,43,0
 Male,22,7,30,0
 Male,61,3,40,1
 Male,56,10,40,0
 Female,21,10,20,0
 Male,17,6,26,0
 Male,29,10,40,1
 Male,28,9,40,1
 Female,62,9,38,0
 Male,39,9,40,0
 Male,30,9,40,0
 Male,20,7,40,0
 Male,18,7,12,0
 Male,54,9,40,0
 Male,49,10,40,1
 Male,33,16,50,0
 Male,50,13,40,1
 Male,57,9,78,0
 Female,50,9,40,0
 Male,45,13,40,1
 Male,41,10,40,1
 Male,23,9,48,0
 Female,23,13,40,0
 Female,47,9,40,0
 Male,39,13,50,0
 Male,29,11,48,1
 Male,46,9,40,0
 Male,18,3,40,0
 Male,68,4,40,0
 Male,62,11,40,1
 Male,43,12,40,0
 Male,35,9,40,0
 Female,21,9,40,0
 Male,21,10,40,0
 Female,41,11,45,0
 Male,61,9,40,0
 Male,24,9,50,0
 Male,21,9,40,0
 Male,36,3,40,0
 Female,37,11,40,0
 Male,69,8,60,1
 Female,49,10,50,0
 Male,55,9,53,1
 Male,21,9,40,0
 Male,18,6,40,0
 Male,26,9,40,0
 Female,20,10,18,0
 Male,46,9,55,0
 Male,23,6,40,0
 Male,48,9,40,1
 Male,36,9,48,1
 Male,42,14,40,0
 Male,41,14,38,1
 Female,45,12,40,0
 Male,52,9,40,0
 Female,22,13,18,0
 Female,20,10,40,0
 Male,27,9,43,0
 Male,36,9,40,0
 Male,34,9,52,0
 Male,38,14,50,1
 Female,20,10,40,0
 Female,47,9,45,0
 Male,21,9,50,0
 Male,33,9,40,0
 Male,31,12,40,0
 Male,61,8,40,0
 Male,46,6,45,0
 Male,55,14,40,1
 Male,19,10,40,0
 Male,39,9,40,1
 Male,61,9,40,0
 Male,28,10,40,0
 Male,28,6,40,0
 Male,61,9,38,1
 Male,61,9,37,0
 Male,54,10,40,0
 Male,50,10,70,0
 Female,37,14,45,1
 Female,17,7,30,0
 Female,56,9,4,0
 Female,31,13,50,1
 Female,32,13,55,1
 Female,28,7,40,0
 Male,34,11,40,0
 Female,33,6,25,0
 Female,42,11,35,0
 Male,64,11,48,0
 Male,29,10,20,0
 Male,41,3,32,0
 Male,45,10,40,0
 Male,48,14,45,1
 Female,44,10,38,0
 Male,34,10,40,0
 Male,40,9,45,0
 Male,45,9,40,0
 Female,23,10,20,0
 Male,51,13,55,1
 Male,24,9,50,0
 Male,57,13,40,1
 Female,23,10,40,0
 Male,34,10,40,1
 Male,36,9,40,0
 Male,56,15,32,1
 Female,42,9,40,0
 Male,45,13,60,0
 Male,38,13,70,1
 Male,29,11,40,1
 Male,54,13,40,0
 Male,40,9,40,1
 Male,29,9,40,0
 Male,35,13,40,0
 Female,47,9,37,0
 Female,51,11,43,0
 Male,28,9,40,0
 Male,58,9,45,1
 Female,24,9,25,0
 Male,46,9,40,0
 Male,57,6,48,0
 Male,22,9,20,0
 Male,28,13,30,0
 Male,17,6,25,0
 Male,23,9,60,0
 Male,19,9,40,0
 Female,66,9,35,0
 Male,38,10,55,0
 Female,39,10,40,0
 Male,39,8,40,0
 Male,47,9,40,1
 Male,39,9,60,0
 Male,22,10,40,0
 Male,36,9,30,0
 Male,32,10,40,0
 Male,29,9,40,0
 Male,43,13,40,0
 Male,51,9,40,0
 Male,42,3,60,0
 Female,32,8,40,0
 Male,34,10,40,0
 Male,51,11,57,0
 Male,38,13,44,0
 Male,21,9,20,0
 Female,33,13,15,0
 Male,34,9,40,0
 Male,32,9,40,0
 Male,38,11,15,0
 Male,27,9,60,1
 Male,35,10,50,1
 Male,29,13,50,0
 Male,40,9,40,0
 Male,46,4,30,0
 Female,37,9,30,0
 Male,38,9,25,0
 Male,37,10,60,1
 Male,44,13,45,1
 Male,25,14,30,0
 Male,38,9,42,0
 Female,34,12,10,0
 Male,50,9,60,1
 Male,46,10,50,1
 Male,20,3,30,0
 Male,47,11,38,1
 Male,46,16,60,1
 Male,34,12,40,0
 Male,61,9,40,0
 Female,55,10,37,0
 Male,36,9,35,0
 Female,28,10,40,1
 Male,22,9,40,0
 Female,34,10,35,0
 Male,33,10,40,0
 Female,27,9,32,0
 Male,43,14,12,0
 Male,55,6,40,1
 Female,39,6,15,0
 Male,20,10,33,0
 Male,38,9,40,0
 Male,30,10,40,0
 Male,21,7,42,0
 Male,60,9,30,0
 Male,43,10,40,0
 Male,36,9,45,1
 Female,23,10,48,0
 Male,57,10,40,1
 Male,25,9,40,0
 Female,38,9,32,0
 Male,22,9,35,0
 Male,23,3,40,0
 Female,61,9,44,0
 Male,28,10,46,0
 Female,17,7,10,0
 Female,21,10,25,0
 Male,49,14,40,0
 Male,37,8,35,0
 Female,23,10,40,0
 Male,38,10,50,0
 Female,34,13,46,1
 Female,21,9,40,0
 Male,27,10,40,1
 Male,57,9,84,1
 Male,22,9,25,0
 Female,20,10,35,0
 Female,49,10,65,1
 Male,38,9,40,0
 Male,40,13,40,0
 Male,44,9,40,0
 Female,37,10,20,0
 Male,57,14,30,0
 Female,56,4,30,0
 Male,41,12,80,0
 Male,50,9,60,0
 Male,33,5,50,0
 Male,29,14,20,0
 Male,28,13,40,1
 Male,35,6,50,0
 Male,36,9,40,0
 Female,45,16,35,1
 Male,30,12,40,0
 Male,35,9,60,0
 Male,27,11,40,0
 Male,22,9,40,0
 Male,24,10,30,0
 Male,47,13,50,1
 Male,47,10,40,1
 Female,18,7,15,0
 Male,18,10,30,0
 Male,31,9,47,1
 Female,43,14,30,0
 Male,45,9,40,0
 Male,39,9,40,0
 Male,30,13,50,0
 Female,22,10,35,0
 Male,30,9,85,0
 Male,36,16,60,1
 Male,20,12,30,0
 Male,61,2,20,0
 Male,27,9,45,0
 Male,59,10,60,1
 Male,60,9,40,0
 Female,43,13,40,0
 Male,35,9,60,0
 Male,40,13,50,1
 Male,20,7,35,0
 Male,47,14,40,0
 Male,40,12,50,0
 Male,20,9,40,0
 Male,75,10,13,0
 Female,25,10,40,0
 Male,47,11,40,1
 Female,29,12,40,1
 Male,34,9,45,0
 Female,45,13,40,0
 Male,23,10,50,0
 Female,46,12,40,0
 Female,41,10,38,0
 Male,29,13,40,1
 Male,17,7,20,0
 Male,39,5,40,0
 Female,37,9,40,0
 Male,34,9,40,0
 Male,20,9,40,0
 Female,18,9,38,0
 Male,52,11,40,1
 Female,42,12,40,0
 Male,22,3,35,0
 Female,66,10,55,0
 Male,35,9,65,0
 Male,40,12,40,1
 Female,21,9,38,0
 Male,51,9,52,0
 Male,34,6,40,0
 Male,24,9,40,0
 Female,43,13,40,0
 Female,34,13,40,1
